"","ens_gene_5"
"4967","ENSG00000277072"
"4968","ENSG00000123965"
"4969","ENSG00000274070"
"4970","ENSG00000274523"
"4971","ENSG00000174428"
"4972","ENSG00000165178"
"4973","ENSG00000277053"
"4974","ENSG00000276840"
"4975","ENSG00000273598"
"4976","ENSG00000278416"
"4977","ENSG00000205583"
"4978","ENSG00000275930"
"4979","ENSG00000178809"
"4980","ENSG00000223705"
"4981","ENSG00000272391"
"4982","ENSG00000127957"
"4983","ENSG00000127946"
"4984","ENSG00000106178"
"4985","ENSG00000005486"
"4986","ENSG00000127948"
"4987","ENSG00000235090"
"4988","ENSG00000201643"
"4989","ENSG00000189077"
"4990","ENSG00000127952"
"4991","ENSG00000280388"
"4992","ENSG00000146701"
"4993","ENSG00000230882"
"4994","ENSG00000106211"
"4995","ENSG00000170027"
"4996","ENSG00000091073"
"4997","ENSG00000205485"
"4998","ENSG00000146707"
"4999","ENSG00000265479"
"5000","ENSG00000186704"
"5001","ENSG00000242435"
"5002","ENSG00000241350"
"5003","ENSG00000259628"
"5004","ENSG00000214439"
"5005","ENSG00000135205"
"5006","ENSG00000127951"
"5007","ENSG00000127947"
"5008","ENSG00000214293"
"5009","ENSG00000187257"
"5010","ENSG00000135211"
"5011","ENSG00000006576"
"5012","ENSG00000135218"
"5013","ENSG00000135164"
"5014","ENSG00000135185"
"5015","ENSG00000075303"
"5016","ENSG00000006634"
"5017","ENSG00000008277"
"5018","ENSG00000075142"
"5019","ENSG00000105793"
"5020","ENSG00000157224"
"5021","ENSG00000058091"
"5022","ENSG00000157240"
"5023","ENSG00000127989"
"5024","ENSG00000127914"
"5025","ENSG00000001631"
"5026","ENSG00000243107"
"5027","ENSG00000200769"
"5028","ENSG00000001629"
"5029","ENSG00000157259"
"5030","ENSG00000244055"
"5031","ENSG00000127980"
"5032","ENSG00000127993"
"5033","ENSG00000234545"
"5034","ENSG00000105810"
"5035","ENSG00000205413"
"5036","ENSG00000177409"
"5037","ENSG00000004766"
"5038","ENSG00000105829"
"5039","ENSG00000127995"
"5040","ENSG00000004864"
"5041","ENSG00000127922"
"5042","ENSG00000196636"
"5043","ENSG00000284707"
"5044","ENSG00000070669"
"5045","ENSG00000238228"
"5046","ENSG00000266668"
"5047","ENSG00000183444"
"5048","ENSG00000243554"
"5049","ENSG00000164715"
"5050","ENSG00000205356"
"5051","ENSG00000164713"
"5052","ENSG00000214389"
"5053","ENSG00000196367"
"5054","ENSG00000266019"
"5055","ENSG00000242687"
"5056","ENSG00000198742"
"5057","ENSG00000284292"
"5058","ENSG00000241685"
"5059","ENSG00000130429"
"5060","ENSG00000106244"
"5061","ENSG00000106245"
"5062","ENSG00000106246"
"5063","ENSG00000160917"
"5064","ENSG00000241468"
"5065","ENSG00000198556"
"5066","ENSG00000160908"
"5067","ENSG00000196652"
"5068","ENSG00000221909"
"5069","ENSG00000197343"
"5070","ENSG00000197037"
"5071","ENSG00000146833"
"5072","ENSG00000106261"
"5073","ENSG00000166529"
"5074","ENSG00000166526"
"5075","ENSG00000168090"
"5076","ENSG00000166508"
"5077","ENSG00000207547"
"5078","ENSG00000221838"
"5079","ENSG00000106290"
"5080","ENSG00000166997"
"5081","ENSG00000188186"
"5082","ENSG00000146826"
"5083","ENSG00000197093"
"5084","ENSG00000213420"
"5085","ENSG00000239521"
"5086","ENSG00000078319"
"5087","ENSG00000242294"
"5088","ENSG00000121716"
"5089","ENSG00000085514"
"5090","ENSG00000078487"
"5091","ENSG00000146834"
"5092","ENSG00000160813"
"5093","ENSG00000166925"
"5094","ENSG00000106351"
"5095","ENSG00000274272"
"5096","ENSG00000077454"
"5097","ENSG00000106333"
"5098","ENSG00000106330"
"5099","ENSG00000106327"
"5100","ENSG00000172354"
"5101","ENSG00000146830"
"5102","ENSG00000172336"
"5103","ENSG00000146828"
"5104","ENSG00000087077"
"5105","ENSG00000087087"
"5106","ENSG00000176125"
"5107","ENSG00000169871"
"5108","ENSG00000106366"
"5109","ENSG00000106367"
"5110","ENSG00000106397"
"5111","ENSG00000106400"
"5112","ENSG00000106404"
"5113","ENSG00000214253"
"5114","ENSG00000128581"
"5115","ENSG00000257923"
"5116","ENSG00000272219"
"5117","ENSG00000128563"
"5118","ENSG00000239969"
"5119","ENSG00000160991"
"5120","ENSG00000160993"
"5121","ENSG00000161036"
"5122","ENSG00000005075"
"5123","ENSG00000170667"
"5124","ENSG00000272949"
"5125","ENSG00000168255"
"5126","ENSG00000105808"
"5127","ENSG00000205236"
"5128","ENSG00000228049"
"5129","ENSG00000233297"
"5130","ENSG00000222011"
"5131","ENSG00000161040"
"5132","ENSG00000230257"
"5133","ENSG00000170632"
"5134","ENSG00000161048"
"5135","ENSG00000170629"
"5136","ENSG00000105819"
"5137","ENSG00000105821"
"5138","ENSG00000161057"
"5139","ENSG00000235354"
"5140","ENSG00000164815"
"5141","ENSG00000197258"
"5142","ENSG00000228393"
"5143","ENSG00000239569"
"5144","ENSG00000005483"
"5145","ENSG00000135250"
"5146","ENSG00000091127"
"5147","ENSG00000135249"
"5148","ENSG00000272604"
"5149","ENSG00000146776"
"5150","ENSG00000008282"
"5151","ENSG00000105835"
"5152","ENSG00000253276"
"5153","ENSG00000105851"
"5154","ENSG00000005249"
"5155","ENSG00000105856"
"5156","ENSG00000272072"
"5157","ENSG00000164597"
"5158","ENSG00000105865"
"5159","ENSG00000075790"
"5160","ENSG00000241764"
"5161","ENSG00000105879"
"5162","ENSG00000091140"
"5163","ENSG00000135241"
"5164","ENSG00000177683"
"5165","ENSG00000128590"
"5166","ENSG00000184903"
"5167","ENSG00000128512"
"5168","ENSG00000198839"
"5169","ENSG00000006652"
"5170","ENSG00000181016"
"5171","ENSG00000146802"
"5172","ENSG00000164603"
"5173","ENSG00000279288"
"5174","ENSG00000164604"
"5175","ENSG00000214194"
"5176","ENSG00000128573"
"5177","ENSG00000135272"
"5178","ENSG00000105967"
"5179","ENSG00000135269"
"5180","ENSG00000198898"
"5181","ENSG00000004866"
"5182","ENSG00000214188"
"5183","ENSG00000128534"
"5184","ENSG00000071243"
"5185","ENSG00000106034"
"5186","ENSG00000196937"
"5187","ENSG00000128609"
"5188","ENSG00000106299"
"5189","ENSG00000128513"
"5190","ENSG00000048405"
"5191","ENSG00000279265"
"5192","ENSG00000280347"
"5193","ENSG00000179562"
"5194","ENSG00000004059"
"5195","ENSG00000197157"
"5196","ENSG00000279078"
"5197","ENSG00000106344"
"5198","ENSG00000106348"
"5199","ENSG00000135245"
"5200","ENSG00000165055"
"5201","ENSG00000273270"
"5202","ENSG00000280828"
"5203","ENSG00000242588"
"5204","ENSG00000281896"
"5205","ENSG00000243302"
"5206","ENSG00000230715"
"5207","ENSG00000243679"
"5208","ENSG00000271553"
"5209","ENSG00000128595"
"5210","ENSG00000244218"
"5211","ENSG00000128596"
"5212","ENSG00000128524"
"5213","ENSG00000272899"
"5214","ENSG00000128604"
"5215","ENSG00000275106"
"5216","ENSG00000064419"
"5217","ENSG00000230359"
"5218","ENSG00000158467"
"5219","ENSG00000238072"
"5220","ENSG00000128578"
"5221","ENSG00000273329"
"5222","ENSG00000106459"
"5223","ENSG00000186591"
"5224","ENSG00000091732"
"5225","ENSG00000128607"
"5226","ENSG00000146842"
"5227","ENSG00000106477"
"5228","ENSG00000106484"
"5229","ENSG00000158623"
"5230","ENSG00000270953"
"5231","ENSG00000226380"
"5232","ENSG00000271204"
"5233","ENSG00000231721"
"5234","ENSG00000128585"
"5235","ENSG00000221866"
"5236","ENSG00000106554"
"5237","ENSG00000283041"
"5238","ENSG00000131558"
"5239","ENSG00000205060"
"5240","ENSG00000172331"
"5241","ENSG00000146856"
"5242","ENSG00000122783"
"5243","ENSG00000146859"
"5244","ENSG00000105875"
"5245","ENSG00000080802"
"5246","ENSG00000155561"
"5247","ENSG00000243317"
"5248","ENSG00000105887"
"5249","ENSG00000279483"
"5250","ENSG00000230383"
"5251","ENSG00000182158"
"5252","ENSG00000122779"
"5253","ENSG00000157703"
"5254","ENSG00000122778"
"5255","ENSG00000105939"
"5256","ENSG00000229677"
"5257","ENSG00000105948"
"5258","ENSG00000157741"
"5259","ENSG00000146963"
"5260","ENSG00000273391"
"5261","ENSG00000064393"
"5262","ENSG00000059377"
"5263","ENSG00000006459"
"5264","ENSG00000133606"
"5265","ENSG00000133597"
"5266","ENSG00000090266"
"5267","ENSG00000240889"
"5268","ENSG00000157764"
"5269","ENSG00000090263"
"5270","ENSG00000006530"
"5271","ENSG00000257093"
"5272","ENSG00000106028"
"5273","ENSG00000127362"
"5274","ENSG00000127364"
"5275","ENSG00000257335"
"5276","ENSG00000258227"
"5277","ENSG00000106123"
"5278","ENSG00000197448"
"5279","ENSG00000106144"
"5280","ENSG00000239419"
"5281","ENSG00000240322"
"5282","ENSG00000232533"
"5283","ENSG00000159840"
"5284","ENSG00000196511"
"5285","ENSG00000055130"
"5286","ENSG00000106462"
"5287","ENSG00000155660"
"5288","ENSG00000197362"
"5289","ENSG00000204947"
"5290","ENSG00000197024"
"5291","ENSG00000170265"
"5292","ENSG00000170260"
"5293","ENSG00000204946"
"5294","ENSG00000244560"
"5295","ENSG00000196453"
"5296","ENSG00000181220"
"5297","ENSG00000133624"
"5298","ENSG00000181444"
"5299","ENSG00000197558"
"5300","ENSG00000106479"
"5301","ENSG00000214022"
"5302","ENSG00000196456"
"5303","ENSG00000284691"
"5304","ENSG00000242258"
"5305","ENSG00000171115"
"5306","ENSG00000133561"
"5307","ENSG00000106560"
"5308","ENSG00000213203"
"5309","ENSG00000002726"
"5310","ENSG00000197150"
"5311","ENSG00000164885"
"5312","ENSG00000164889"
"5313","ENSG00000164896"
"5314","ENSG00000164897"
"5315","ENSG00000133612"
"5316","ENSG00000033050"
"5317","ENSG00000033100"
"5318","ENSG00000013374"
"5319","ENSG00000106615"
"5320","ENSG00000106617"
"5321","ENSG00000178234"
"5322","ENSG00000229591"
"5323","ENSG00000055609"
"5324","ENSG00000261455"
"5325","ENSG00000196584"
"5326","ENSG00000133627"
"5327","ENSG00000214106"
"5328","ENSG00000157212"
"5329","ENSG00000272760"
"5330","ENSG00000273344"
"5331","ENSG00000273117"
"5332","ENSG00000186480"
"5333","ENSG00000216895"
"5334","ENSG00000184863"
"5335","ENSG00000224903"
"5336","ENSG00000105983"
"5337","ENSG00000146909"
"5338","ENSG00000009335"
"5339","ENSG00000225224"
"5340","ENSG00000105993"
"5341","ENSG00000155093"
"5342","ENSG00000233038"
"5343","ENSG00000272839"
"5344","ENSG00000225365"
"5345","ENSG00000224324"
"5346","ENSG00000146918"
"5347","ENSG00000117868"
"5348","ENSG00000126870"
"5349","ENSG00000223508"
"5350","ENSG00000172748"
"5351","ENSG00000272812"
"5352","ENSG00000147364"
"5353","ENSG00000104714"
"5354","ENSG00000182372"
"5355","ENSG00000253982"
"5356","ENSG00000176595"
"5357","ENSG00000254319"
"5358","ENSG00000253853"
"5359","ENSG00000246089"
"5360","ENSG00000147316"
"5361","ENSG00000155189"
"5362","ENSG00000275591"
"5363","ENSG00000164821"
"5364","ENSG00000223629"
"5365","ENSG00000233238"
"5366","ENSG00000206047"
"5367","ENSG00000240247"
"5368","ENSG00000239839"
"5369","ENSG00000284655"
"5370","ENSG00000253893"
"5371","ENSG00000173295"
"5372","ENSG00000253981"
"5373","ENSG00000275342"
"5374","ENSG00000147324"
"5375","ENSG00000104626"
"5376","ENSG00000173281"
"5377","ENSG00000173273"
"5378","ENSG00000253230"
"5379","ENSG00000260093"
"5380","ENSG00000175806"
"5381","ENSG00000261451"
"5382","ENSG00000253641"
"5383","ENSG00000272505"
"5384","ENSG00000254093"
"5385","ENSG00000104643"
"5386","ENSG00000177710"
"5387","ENSG00000079459"
"5388","ENSG00000255046"
"5389","ENSG00000164733"
"5390","ENSG00000154359"
"5391","ENSG00000104219"
"5392","ENSG00000198791"
"5393","ENSG00000155975"
"5394","ENSG00000003989"
"5395","ENSG00000078674"
"5396","ENSG00000104763"
"5397","ENSG00000171428"
"5398","ENSG00000147408"
"5399","ENSG00000104613"
"5400","ENSG00000036565"
"5401","ENSG00000147416"
"5402","ENSG00000147443"
"5403","ENSG00000130227"
"5404","ENSG00000158806"
"5405","ENSG00000158863"
"5406","ENSG00000275074"
"5407","ENSG00000168476"
"5408","ENSG00000168487"
"5409","ENSG00000168495"
"5410","ENSG00000104635"
"5411","ENSG00000120910"
"5412","ENSG00000120896"
"5413","ENSG00000120913"
"5414","ENSG00000241852"
"5415","ENSG00000158941"
"5416","ENSG00000253200"
"5417","ENSG00000147439"
"5418","ENSG00000179388"
"5419","ENSG00000008853"
"5420","ENSG00000120889"
"5421","ENSG00000173535"
"5422","ENSG00000173530"
"5423","ENSG00000104689"
"5424","ENSG00000246582"
"5425","ENSG00000147457"
"5426","ENSG00000104679"
"5427","ENSG00000134013"
"5428","ENSG00000197217"
"5429","ENSG00000147454"
"5430","ENSG00000042980"
"5431","ENSG00000147459"
"5432","ENSG00000147437"
"5433","ENSG00000253476"
"5434","ENSG00000104756"
"5435","ENSG00000184661"
"5436","ENSG00000221914"
"5437","ENSG00000228451"
"5438","ENSG00000104765"
"5439","ENSG00000092964"
"5440","ENSG00000104228"
"5441","ENSG00000120899"
"5442","ENSG00000120885"
"5443","ENSG00000147419"
"5444","ENSG00000171320"
"5445","ENSG00000168078"
"5446","ENSG00000134014"
"5447","ENSG00000186918"
"5448","ENSG00000012232"
"5449","ENSG00000104299"
"5450","ENSG00000147421"
"5451","ENSG00000259366"
"5452","ENSG00000197892"
"5453","ENSG00000120875"
"5454","ENSG00000133872"
"5455","ENSG00000104660"
"5456","ENSG00000104671"
"5457","ENSG00000197265"
"5458","ENSG00000104687"
"5459","ENSG00000104691"
"5460","ENSG00000104695"
"5461","ENSG00000165392"
"5462","ENSG00000247134"
"5463","ENSG00000272338"
"5464","ENSG00000172728"
"5465","ENSG00000129696"
"5466","ENSG00000198042"
"5467","ENSG00000133874"
"5468","ENSG00000147475"
"5469","ENSG00000147471"
"5470","ENSG00000104221"
"5471","ENSG00000156675"
"5472","ENSG00000187840"
"5473","ENSG00000260949"
"5474","ENSG00000129691"
"5475","ENSG00000147465"
"5476","ENSG00000175324"
"5477","ENSG00000156735"
"5478","ENSG00000085788"
"5479","ENSG00000147535"
"5480","ENSG00000147548"
"5481","ENSG00000165046"
"5482","ENSG00000253570"
"5483","ENSG00000147526"
"5484","ENSG00000253586"
"5485","ENSG00000169499"
"5486","ENSG00000169490"
"5487","ENSG00000168615"
"5488","ENSG00000147533"
"5489","ENSG00000147536"
"5490","ENSG00000158669"
"5491","ENSG00000083168"
"5492","ENSG00000238966"
"5493","ENSG00000070718"
"5494","ENSG00000104365"
"5495","ENSG00000070501"
"5496","ENSG00000078668"
"5497","ENSG00000168575"
"5498","ENSG00000254165"
"5499","ENSG00000176209"
"5500","ENSG00000131931"
"5501","ENSG00000120925"
"5502","ENSG00000168172"
"5503","ENSG00000168522"
"5504","ENSG00000185900"
"5505","ENSG00000165102"
"5506","ENSG00000222099"
"5507","ENSG00000248347"
"5508","ENSG00000164808"
"5509","ENSG00000269924"
"5510","ENSG00000221869"
"5511","ENSG00000253729"
"5512","ENSG00000104738"
"5513","ENSG00000169139"
"5514","ENSG00000168300"
"5515","ENSG00000253475"
"5516","ENSG00000228801"
"5517","ENSG00000023287"
"5518","ENSG00000047249"
"5519","ENSG00000187735"
"5520","ENSG00000260955"
"5521","ENSG00000120992"
"5522","ENSG00000137547"
"5523","ENSG00000167904"
"5524","ENSG00000137574"
"5525","ENSG00000254087"
"5526","ENSG00000254325"
"5527","ENSG00000008988"
"5528","ENSG00000181690"
"5529","ENSG00000170791"
"5530","ENSG00000104331"
"5531","ENSG00000205293"
"5532","ENSG00000169122"
"5533","ENSG00000215114"
"5534","ENSG00000137575"
"5535","ENSG00000035681"
"5536","ENSG00000178538"
"5537","ENSG00000104388"
"5538","ENSG00000171316"
"5539","ENSG00000198363"
"5540","ENSG00000137563"
"5541","ENSG00000185728"
"5542","ENSG00000261542"
"5543","ENSG00000254006"
"5544","ENSG00000104442"
"5545","ENSG00000066855"
"5546","ENSG00000205268"
"5547","ENSG00000179041"
"5548","ENSG00000185697"
"5549","ENSG00000175073"
"5550","ENSG00000213865"
"5551","ENSG00000104205"
"5552","ENSG00000245910"
"5553","ENSG00000121022"
"5554","ENSG00000104218"
"5555","ENSG00000252637"
"5556","ENSG00000066777"
"5557","ENSG00000137571"
"5558","ENSG00000246528"
"5559","ENSG00000140396"
"5560","ENSG00000067167"
"5561","ENSG00000147592"
"5562","ENSG00000147601"
"5563","ENSG00000253636"
"5564","ENSG00000147604"
"5565","ENSG00000121039"
"5566","ENSG00000040341"
"5567","ENSG00000104343"
"5568","ENSG00000272469"
"5569","ENSG00000154582"
"5570","ENSG00000175606"
"5571","ENSG00000104381"
"5572","ENSG00000164751"
"5573","ENSG00000147586"
"5574","ENSG00000272518"
"5575","ENSG00000076554"
"5576","ENSG00000205189"
"5577","ENSG00000260317"
"5578","ENSG00000188856"
"5579","ENSG00000164684"
"5580","ENSG00000076641"
"5581","ENSG00000164687"
"5582","ENSG00000133731"
"5583","ENSG00000253598"
"5584","ENSG00000104231"
"5585","ENSG00000104497"
"5586","ENSG00000133739"
"5587","ENSG00000133740"
"5588","ENSG00000176731"
"5589","ENSG00000185015"
"5590","ENSG00000104267"
"5591","ENSG00000123124"
"5592","ENSG00000176623"
"5593","ENSG00000250569"
"5594","ENSG00000251136"
"5595","ENSG00000104312"
"5596","ENSG00000164823"
"5597","ENSG00000104320"
"5598","ENSG00000104325"
"5599","ENSG00000155099"
"5600","ENSG00000253738"
"5601","ENSG00000155100"
"5602","ENSG00000214954"
"5603","ENSG00000248858"
"5604","ENSG00000205133"
"5605","ENSG00000271971"
"5606","ENSG00000183808"
"5607","ENSG00000164953"
"5608","ENSG00000164951"
"5609","ENSG00000197275"
"5610","ENSG00000280123"
"5611","ENSG00000164944"
"5612","ENSG00000156162"
"5613","ENSG00000164941"
"5614","ENSG00000175305"
"5615","ENSG00000272509"
"5616","ENSG00000156170"
"5617","ENSG00000175895"
"5618","ENSG00000156172"
"5619","ENSG00000156467"
"5620","ENSG00000156469"
"5621","ENSG00000156471"
"5622","ENSG00000169439"
"5623","ENSG00000104324"
"5624","ENSG00000147649"
"5625","ENSG00000156482"
"5626","ENSG00000207067"
"5627","ENSG00000132541"
"5628","ENSG00000104356"
"5629","ENSG00000104361"
"5630","ENSG00000104375"
"5631","ENSG00000164920"
"5632","ENSG00000132549"
"5633","ENSG00000235683"
"5634","ENSG00000164919"
"5635","ENSG00000156509"
"5636","ENSG00000147669"
"5637","ENSG00000104450"
"5638","ENSG00000034677"
"5639","ENSG00000186106"
"5640","ENSG00000070756"
"5641","ENSG00000212994"
"5642","ENSG00000260368"
"5643","ENSG00000164924"
"5644","ENSG00000261087"
"5645","ENSG00000120963"
"5646","ENSG00000104490"
"5647","ENSG00000282989"
"5648","ENSG00000048392"
"5649","ENSG00000246263"
"5650","ENSG00000104517"
"5651","ENSG00000155090"
"5652","ENSG00000155096"
"5653","ENSG00000253320"
"5654","ENSG00000155097"
"5655","ENSG00000247081"
"5656","ENSG00000266289"
"5657","ENSG00000164933"
"5658","ENSG00000164934"
"5659","ENSG00000147650"
"5660","ENSG00000164830"
"5661","ENSG00000104408"
"5662","ENSG00000104412"
"5663","ENSG00000120526"
"5664","ENSG00000120533"
"5665","ENSG00000147654"
"5666","ENSG00000104447"
"5667","ENSG00000147677"
"5668","ENSG00000147679"
"5669","ENSG00000164754"
"5670","ENSG00000164758"
"5671","ENSG00000064313"
"5672","ENSG00000136982"
"5673","ENSG00000279347"
"5674","ENSG00000172172"
"5675","ENSG00000172167"
"5676","ENSG00000172164"
"5677","ENSG00000250290"
"5678","ENSG00000253619"
"5679","ENSG00000178764"
"5680","ENSG00000253372"
"5681","ENSG00000136986"
"5682","ENSG00000156787"
"5683","ENSG00000189376"
"5684","ENSG00000165156"
"5685","ENSG00000156802"
"5686","ENSG00000283172"
"5687","ENSG00000156795"
"5688","ENSG00000156804"
"5689","ENSG00000176853"
"5690","ENSG00000164983"
"5691","ENSG00000183665"
"5692","ENSG00000245149"
"5693","ENSG00000170881"
"5694","ENSG00000147687"
"5695","ENSG00000253106"
"5696","ENSG00000147684"
"5697","ENSG00000104549"
"5698","ENSG00000164961"
"5699","ENSG00000156831"
"5700","ENSG00000173334"
"5701","ENSG00000282961"
"5702","ENSG00000136997"
"5703","ENSG00000249859"
"5704","ENSG00000207110"
"5705","ENSG00000153310"
"5706","ENSG00000200075"
"5707","ENSG00000253043"
"5708","ENSG00000264653"
"5709","ENSG00000153317"
"5710","ENSG00000280543"
"5711","ENSG00000132294"
"5712","ENSG00000165071"
"5713","ENSG00000129292"
"5714","ENSG00000270137"
"5715","ENSG00000042832"
"5716","ENSG00000155926"
"5717","ENSG00000276961"
"5718","ENSG00000104419"
"5719","ENSG00000008513"
"5720","ENSG00000261220"
"5721","ENSG00000066827"
"5722","ENSG00000279518"
"5723","ENSG00000259820"
"5724","ENSG00000167632"
"5725","ENSG00000282164"
"5726","ENSG00000259891"
"5727","ENSG00000104472"
"5728","ENSG00000123908"
"5729","ENSG00000105339"
"5730","ENSG00000253210"
"5731","ENSG00000022567"
"5732","ENSG00000280035"
"5733","ENSG00000253307"
"5734","ENSG00000261655"
"5735","ENSG00000184489"
"5736","ENSG00000171045"
"5737","ENSG00000181790"
"5738","ENSG00000234616"
"5739","ENSG00000130193"
"5740","ENSG00000160932"
"5741","ENSG00000181638"
"5742","ENSG00000250571"
"5743","ENSG00000253716"
"5744","ENSG00000185730"
"5745","ENSG00000184428"
"5746","ENSG00000254389"
"5747","ENSG00000158106"
"5748","ENSG00000014164"
"5749","ENSG00000104518"
"5750","ENSG00000204839"
"5751","ENSG00000147813"
"5752","ENSG00000104529"
"5753","ENSG00000179886"
"5754","ENSG00000104524"
"5755","ENSG00000104522"
"5756","ENSG00000183309"
"5757","ENSG00000181135"
"5758","ENSG00000181097"
"5759","ENSG00000180921"
"5760","ENSG00000180900"
"5761","ENSG00000179950"
"5762","ENSG00000185189"
"5763","ENSG00000178209"
"5764","ENSG00000178685"
"5765","ENSG00000178719"
"5766","ENSG00000178814"
"5767","ENSG00000178896"
