"","ens_gene_5"
"6713","ENSG00000224934"
"6714","ENSG00000155287"
"6715","ENSG00000198018"
"6716","ENSG00000119929"
"6717","ENSG00000014919"
"6718","ENSG00000107554"
"6719","ENSG00000107566"
"6720","ENSG00000213341"
"6721","ENSG00000095485"
"6722","ENSG00000212464"
"6723","ENSG00000196072"
"6724","ENSG00000099194"
"6725","ENSG00000235823"
"6726","ENSG00000075826"
"6727","ENSG00000166136"
"6728","ENSG00000166135"
"6729","ENSG00000119906"
"6730","ENSG00000055950"
"6731","ENSG00000107815"
"6732","ENSG00000107816"
"6733","ENSG00000186862"
"6734","ENSG00000107819"
"6735","ENSG00000273162"
"6736","ENSG00000107821"
"6737","ENSG00000166167"
"6738","ENSG00000166171"
"6739","ENSG00000166169"
"6740","ENSG00000107829"
"6741","ENSG00000107833"
"6742","ENSG00000198408"
"6743","ENSG00000120049"
"6744","ENSG00000120029"
"6745","ENSG00000166189"
"6746","ENSG00000198728"
"6747","ENSG00000148840"
"6748","ENSG00000166197"
"6749","ENSG00000107862"
"6750","ENSG00000077150"
"6751","ENSG00000107872"
"6752","ENSG00000107874"
"6753","ENSG00000269609"
"6754","ENSG00000138111"
"6755","ENSG00000138107"
"6756","ENSG00000107882"
"6757","ENSG00000171206"
"6758","ENSG00000138175"
"6759","ENSG00000156398"
"6760","ENSG00000166272"
"6761","ENSG00000166275"
"6762","ENSG00000148842"
"6763","ENSG00000076685"
"6764","ENSG00000237827"
"6765","ENSG00000156374"
"6766","ENSG00000148835"
"6767","ENSG00000173915"
"6768","ENSG00000148843"
"6769","ENSG00000138172"
"6770","ENSG00000107957"
"6771","ENSG00000260461"
"6772","ENSG00000107960"
"6773","ENSG00000065613"
"6774","ENSG00000156384"
"6775","ENSG00000148834"
"6776","ENSG00000148841"
"6777","ENSG00000120051"
"6778","ENSG00000108039"
"6779","ENSG00000148700"
"6780","ENSG00000119950"
"6781","ENSG00000214067"
"6782","ENSG00000119953"
"6783","ENSG00000138166"
"6784","ENSG00000108055"
"6785","ENSG00000150593"
"6786","ENSG00000214413"
"6787","ENSG00000108061"
"6788","ENSG00000221214"
"6789","ENSG00000119927"
"6790","ENSG00000197142"
"6791","ENSG00000023041"
"6792","ENSG00000151532"
"6793","ENSG00000260917"
"6794","ENSG00000279315"
"6795","ENSG00000148737"
"6796","ENSG00000165806"
"6797","ENSG00000198924"
"6798","ENSG00000196865"
"6799","ENSG00000043591"
"6800","ENSG00000165813"
"6801","ENSG00000099204"
"6802","ENSG00000151553"
"6803","ENSG00000165832"
"6804","ENSG00000187164"
"6805","ENSG00000277879"
"6806","ENSG00000165650"
"6807","ENSG00000107560"
"6808","ENSG00000177640"
"6809","ENSG00000165669"
"6810","ENSG00000151893"
"6811","ENSG00000277687"
"6812","ENSG00000107581"
"6813","ENSG00000207468"
"6814","ENSG00000119979"
"6815","ENSG00000183605"
"6816","ENSG00000165672"
"6817","ENSG00000198873"
"6818","ENSG00000148908"
"6819","ENSG00000151923"
"6820","ENSG00000198825"
"6821","ENSG00000197771"
"6822","ENSG00000107651"
"6823","ENSG00000220842"
"6824","ENSG00000274461"
"6825","ENSG00000120008"
"6826","ENSG00000107669"
"6827","ENSG00000107672"
"6828","ENSG00000119965"
"6829","ENSG00000179988"
"6830","ENSG00000095574"
"6831","ENSG00000196177"
"6832","ENSG00000154473"
"6833","ENSG00000230131"
"6834","ENSG00000182022"
"6835","ENSG00000107902"
"6836","ENSG00000258539"
"6837","ENSG00000189319"
"6838","ENSG00000203791"
"6839","ENSG00000165660"
"6840","ENSG00000019995"
"6841","ENSG00000175029"
"6842","ENSG00000264572"
"6843","ENSG00000107938"
"6844","ENSG00000188690"
"6845","ENSG00000107949"
"6846","ENSG00000089876"
"6847","ENSG00000132334"
"6848","ENSG00000148773"
"6849","ENSG00000170430"
"6850","ENSG00000108001"
"6851","ENSG00000108010"
"6852","ENSG00000175470"
"6853","ENSG00000176171"
"6854","ENSG00000277959"
"6855","ENSG00000165752"
"6856","ENSG00000148814"
"6857","ENSG00000171813"
"6858","ENSG00000068383"
"6859","ENSG00000151651"
"6860","ENSG00000130640"
"6861","ENSG00000235245"
"6862","ENSG00000198546"
"6863","ENSG00000148803"
"6864","ENSG00000127884"
"6865","ENSG00000148832"
"6866","ENSG00000148824"
"6867","ENSG00000214279"
"6868","ENSG00000130649"
"6869","ENSG00000278518"
"6870","ENSG00000233435"
"6871","ENSG00000254468"
"6872","ENSG00000230724"
"6873","ENSG00000177951"
"6874","ENSG00000177963"
"6875","ENSG00000142082"
"6876","ENSG00000185627"
"6877","ENSG00000142102"
"6878","ENSG00000185201"
"6879","ENSG00000185885"
"6880","ENSG00000142089"
"6881","ENSG00000185187"
"6882","ENSG00000174915"
"6883","ENSG00000023191"
"6884","ENSG00000174775"
"6885","ENSG00000099849"
"6886","ENSG00000070047"
"6887","ENSG00000185507"
"6888","ENSG00000177030"
"6889","ENSG00000177042"
"6890","ENSG00000177156"
"6891","ENSG00000177225"
"6892","ENSG00000177542"
"6893","ENSG00000177595"
"6894","ENSG00000177600"
"6895","ENSG00000177666"
"6896","ENSG00000177697"
"6897","ENSG00000177700"
"6898","ENSG00000177830"
"6899","ENSG00000183020"
"6900","ENSG00000078902"
"6901","ENSG00000182208"
"6902","ENSG00000244242"
"6903","ENSG00000250644"
"6904","ENSG00000117984"
"6905","ENSG00000229512"
"6906","ENSG00000130598"
"6907","ENSG00000130592"
"6908","ENSG00000214026"
"6909","ENSG00000130600"
"6910","ENSG00000064201"
"6911","ENSG00000110651"
"6912","ENSG00000184281"
"6913","ENSG00000129757"
"6914","ENSG00000110628"
"6915","ENSG00000205531"
"6916","ENSG00000110619"
"6917","ENSG00000021762"
"6918","ENSG00000005801"
"6919","ENSG00000223756"
"6920","ENSG00000182048"
"6921","ENSG00000110713"
"6922","ENSG00000148985"
"6923","ENSG00000177105"
"6924","ENSG00000167323"
"6925","ENSG00000229368"
"6926","ENSG00000167325"
"6927","ENSG00000132109"
"6928","ENSG00000237272"
"6929","ENSG00000181963"
"6930","ENSG00000225101"
"6931","ENSG00000196778"
"6932","ENSG00000167333"
"6933","ENSG00000121236"
"6934","ENSG00000132256"
"6935","ENSG00000132274"
"6936","ENSG00000051009"
"6937","ENSG00000166311"
"6938","ENSG00000166313"
"6939","ENSG00000132254"
"6940","ENSG00000132286"
"6941","ENSG00000179532"
"6942","ENSG00000132275"
"6943","ENSG00000166333"
"6944","ENSG00000166337"
"6945","ENSG00000166340"
"6946","ENSG00000166341"
"6947","ENSG00000158042"
"6948","ENSG00000251364"
"6949","ENSG00000166387"
"6950","ENSG00000175390"
"6951","ENSG00000130413"
"6952","ENSG00000166436"
"6953","ENSG00000166441"
"6954","ENSG00000166452"
"6955","ENSG00000175348"
"6956","ENSG00000254860"
"6957","ENSG00000175352"
"6958","ENSG00000184014"
"6959","ENSG00000166471"
"6960","ENSG00000205339"
"6961","ENSG00000268403"
"6962","ENSG00000166478"
"6963","ENSG00000166483"
"6964","ENSG00000133789"
"6965","ENSG00000246273"
"6966","ENSG00000133812"
"6967","ENSG00000148926"
"6968","ENSG00000133805"
"6969","ENSG00000110315"
"6970","ENSG00000072952"
"6971","ENSG00000198730"
"6972","ENSG00000110321"
"6973","ENSG00000236287"
"6974","ENSG00000247271"
"6975","ENSG00000170242"
"6976","ENSG00000133816"
"6977","ENSG00000148925"
"6978","ENSG00000197601"
"6979","ENSG00000254791"
"6980","ENSG00000129083"
"6981","ENSG00000129084"
"6982","ENSG00000152270"
"6983","ENSG00000186104"
"6984","ENSG00000110696"
"6985","ENSG00000166689"
"6986","ENSG00000199883"
"6987","ENSG00000244398"
"6988","ENSG00000110700"
"6989","ENSG00000272034"
"6990","ENSG00000011405"
"6991","ENSG00000240808"
"6992","ENSG00000070081"
"6993","ENSG00000188211"
"6994","ENSG00000260196"
"6995","ENSG00000129158"
"6996","ENSG00000129167"
"6997","ENSG00000166788"
"6998","ENSG00000110756"
"6999","ENSG00000110768"
"7000","ENSG00000134333"
"7001","ENSG00000074319"
"7002","ENSG00000151116"
"7003","ENSG00000247595"
"7004","ENSG00000179119"
"7005","ENSG00000177054"
"7006","ENSG00000129173"
"7007","ENSG00000185238"
"7008","ENSG00000183161"
"7009","ENSG00000109881"
"7010","ENSG00000148943"
"7011","ENSG00000224411"
"7012","ENSG00000121621"
"7013","ENSG00000169519"
"7014","ENSG00000152219"
"7015","ENSG00000170946"
"7016","ENSG00000148950"
"7017","ENSG00000109911"
"7018","ENSG00000049449"
"7019","ENSG00000184937"
"7020","ENSG00000183242"
"7021","ENSG00000149100"
"7022","ENSG00000135378"
"7023","ENSG00000060749"
"7024","ENSG00000121690"
"7025","ENSG00000176148"
"7026","ENSG00000280798"
"7027","ENSG00000176102"
"7028","ENSG00000110422"
"7029","ENSG00000085063"
"7030","ENSG00000110429"
"7031","ENSG00000135363"
"7032","ENSG00000135387"
"7033","ENSG00000135372"
"7034","ENSG00000166016"
"7035","ENSG00000121691"
"7036","ENSG00000149089"
"7037","ENSG00000110435"
"7038","ENSG00000026508"
"7039","ENSG00000166326"
"7040","ENSG00000179241"
"7041","ENSG00000110442"
"7042","ENSG00000135362"
"7043","ENSG00000175104"
"7044","ENSG00000166352"
"7045","ENSG00000166181"
"7046","ENSG00000252652"
"7047","ENSG00000052841"
"7048","ENSG00000254577"
"7049","ENSG00000254463"
"7050","ENSG00000283341"
"7051","ENSG00000149084"
"7052","ENSG00000166199"
"7053","ENSG00000213693"
"7054","ENSG00000151348"
"7055","ENSG00000085117"
"7056","ENSG00000019485"
"7057","ENSG00000181830"
"7058","ENSG00000121671"
"7059","ENSG00000121653"
"7060","ENSG00000234776"
"7061","ENSG00000121680"
"7062","ENSG00000135365"
"7063","ENSG00000149091"
"7064","ENSG00000110492"
"7065","ENSG00000110497"
"7066","ENSG00000244313"
"7067","ENSG00000180423"
"7068","ENSG00000175224"
"7069","ENSG00000175220"
"7070","ENSG00000175213"
"7071","ENSG00000175216"
"7072","ENSG00000149179"
"7073","ENSG00000149182"
"7074","ENSG00000270060"
"7075","ENSG00000134574"
"7076","ENSG00000134575"
"7077","ENSG00000025434"
"7078","ENSG00000110514"
"7079","ENSG00000066336"
"7080","ENSG00000255197"
"7081","ENSG00000165915"
"7082","ENSG00000165916"
"7083","ENSG00000149187"
"7084","ENSG00000270072"
"7085","ENSG00000213619"
"7086","ENSG00000110536"
"7087","ENSG00000123444"
"7088","ENSG00000109919"
"7089","ENSG00000165923"
"7090","ENSG00000109920"
"7091","ENSG00000200090"
"7092","ENSG00000030066"
"7093","ENSG00000252874"
"7094","ENSG00000149177"
"7095","ENSG00000149115"
"7096","ENSG00000149136"
"7097","ENSG00000134802"
"7098","ENSG00000149150"
"7099","ENSG00000134809"
"7100","ENSG00000156587"
"7101","ENSG00000172409"
"7102","ENSG00000156599"
"7103","ENSG00000156603"
"7104","ENSG00000213593"
"7105","ENSG00000211450"
"7106","ENSG00000198561"
"7107","ENSG00000110031"
"7108","ENSG00000186660"
"7109","ENSG00000242689"
"7110","ENSG00000280010"
"7111","ENSG00000245571"
"7112","ENSG00000166801"
"7113","ENSG00000110042"
"7114","ENSG00000197629"
"7115","ENSG00000176495"
"7116","ENSG00000110048"
"7117","ENSG00000166889"
"7118","ENSG00000166900"
"7119","ENSG00000234964"
"7120","ENSG00000166902"
"7121","ENSG00000149516"
"7122","ENSG00000149534"
"7123","ENSG00000110104"
"7124","ENSG00000110107"
"7125","ENSG00000110108"
"7126","ENSG00000110446"
"7127","ENSG00000167987"
"7128","ENSG00000279549"
"7129","ENSG00000256713"
"7130","ENSG00000167986"
"7131","ENSG00000149476"
"7132","ENSG00000162144"
"7133","ENSG00000149483"
"7134","ENSG00000187049"
"7135","ENSG00000149532"
"7136","ENSG00000279632"
"7137","ENSG00000256591"
"7138","ENSG00000167985"
"7139","ENSG00000162148"
"7140","ENSG00000134825"
"7141","ENSG00000168496"
"7142","ENSG00000134824"
"7143","ENSG00000149485"
"7144","ENSG00000167994"
"7145","ENSG00000167995"
"7146","ENSG00000167996"
"7147","ENSG00000149503"
"7148","ENSG00000162174"
"7149","ENSG00000254454"
"7150","ENSG00000124942"
"7151","ENSG00000149016"
"7152","ENSG00000149480"
"7153","ENSG00000149499"
"7154","ENSG00000149541"
"7155","ENSG00000089597"
"7156","ENSG00000185085"
"7157","ENSG00000162194"
"7158","ENSG00000214756"
"7159","ENSG00000204922"
"7160","ENSG00000162191"
"7161","ENSG00000168000"
"7162","ENSG00000214753"
"7163","ENSG00000162222"
"7164","ENSG00000185670"
"7165","ENSG00000168002"
"7166","ENSG00000162227"
"7167","ENSG00000168569"
"7168","ENSG00000269176"
"7169","ENSG00000185475"
"7170","ENSG00000162231"
"7171","ENSG00000162236"
"7172","ENSG00000252361"
"7173","ENSG00000133316"
"7174","ENSG00000255717"
"7175","ENSG00000168003"
"7176","ENSG00000133317"
"7177","ENSG00000133321"
"7178","ENSG00000184743"
"7179","ENSG00000133318"
"7180","ENSG00000188070"
"7181","ENSG00000168005"
"7182","ENSG00000072518"
"7183","ENSG00000110583"
"7184","ENSG00000176340"
"7185","ENSG00000167770"
"7186","ENSG00000133315"
"7187","ENSG00000168439"
"7188","ENSG00000149781"
"7189","ENSG00000149743"
"7190","ENSG00000149761"
"7191","ENSG00000110011"
"7192","ENSG00000173511"
"7193","ENSG00000173486"
"7194","ENSG00000173457"
"7195","ENSG00000149782"
"7196","ENSG00000002330"
"7197","ENSG00000173264"
"7198","ENSG00000173153"
"7199","ENSG00000173113"
"7200","ENSG00000126432"
"7201","ENSG00000168071"
"7202","ENSG00000162302"
"7203","ENSG00000110076"
"7204","ENSG00000068831"
"7205","ENSG00000068976"
"7206","ENSG00000168066"
"7207","ENSG00000168067"
"7208","ENSG00000133895"
"7209","ENSG00000171219"
"7210","ENSG00000110047"
"7211","ENSG00000110046"
"7212","ENSG00000068971"
"7213","ENSG00000168062"
"7214","ENSG00000213465"
"7215","ENSG00000110025"
"7216","ENSG00000168061"
"7217","ENSG00000146670"
"7218","ENSG00000162300"
"7219","ENSG00000149823"
"7220","ENSG00000149809"
"7221","ENSG00000174276"
"7222","ENSG00000149806"
"7223","ENSG00000162298"
"7224","ENSG00000149792"
"7225","ENSG00000014216"
"7226","ENSG00000197847"
"7227","ENSG00000014138"
"7228","ENSG00000133884"
"7229","ENSG00000173825"
"7230","ENSG00000162241"
"7231","ENSG00000126391"
"7232","ENSG00000245532"
"7233","ENSG00000251562"
"7234","ENSG00000142186"
"7235","ENSG00000168056"
"7236","ENSG00000173465"
"7237","ENSG00000176973"
"7238","ENSG00000173442"
"7239","ENSG00000173327"
"7240","ENSG00000197136"
"7241","ENSG00000213445"
"7242","ENSG00000265874"
"7243","ENSG00000173039"
"7244","ENSG00000172977"
"7245","ENSG00000172922"
"7246","ENSG00000254470"
"7247","ENSG00000172757"
"7248","ENSG00000172732"
"7249","ENSG00000172500"
"7250","ENSG00000175602"
"7251","ENSG00000175592"
"7252","ENSG00000175573"
"7253","ENSG00000175550"
"7254","ENSG00000175467"
"7255","ENSG00000175376"
"7256","ENSG00000175334"
"7257","ENSG00000087365"
"7258","ENSG00000175115"
"7259","ENSG00000174996"
"7260","ENSG00000174903"
"7261","ENSG00000174851"
"7262","ENSG00000174791"
"7263","ENSG00000174744"
"7264","ENSG00000174669"
"7265","ENSG00000174547"
"7266","ENSG00000174516"
"7267","ENSG00000255517"
"7268","ENSG00000254986"
"7269","ENSG00000174483"
"7270","ENSG00000174165"
"7271","ENSG00000173992"
"7272","ENSG00000239306"
"7273","ENSG00000248643"
"7274","ENSG00000173933"
"7275","ENSG00000173914"
"7276","ENSG00000258297"
"7277","ENSG00000173653"
"7278","ENSG00000173621"
"7279","ENSG00000173120"
"7280","ENSG00000173020"
"7281","ENSG00000172932"
"7282","ENSG00000172830"
"7283","ENSG00000172613"
"7284","ENSG00000175482"
"7285","ENSG00000172531"
"7286","ENSG00000175463"
"7287","ENSG00000175634"
"7288","ENSG00000255949"
"7289","ENSG00000172725"
"7290","ENSG00000172663"
"7291","ENSG00000110711"
"7292","ENSG00000110697"
"7293","ENSG00000167797"
"7294","ENSG00000084207"
"7295","ENSG00000167792"
"7296","ENSG00000167799"
"7297","ENSG00000160172"
"7298","ENSG00000110057"
"7299","ENSG00000006534"
"7300","ENSG00000110717"
"7301","ENSG00000110719"
"7302","ENSG00000275022"
"7303","ENSG00000255031"
"7304","ENSG00000110721"
"7305","ENSG00000110066"
"7306","ENSG00000171067"
"7307","ENSG00000162337"
"7308","ENSG00000110075"
"7309","ENSG00000069482"
"7310","ENSG00000132749"
"7311","ENSG00000110090"
"7312","ENSG00000250508"
"7313","ENSG00000197345"
"7314","ENSG00000132740"
"7315","ENSG00000162341"
"7316","ENSG00000260895"
"7317","ENSG00000284713"
"7318","ENSG00000172927"
"7319","ENSG00000110092"
"7320","ENSG00000149716"
"7321","ENSG00000168040"
"7322","ENSG00000131626"
"7323","ENSG00000221333"
"7324","ENSG00000254484"
"7325","ENSG00000246889"
"7326","ENSG00000085733"
"7327","ENSG00000172893"
"7328","ENSG00000254682"
"7329","ENSG00000172890"
"7330","ENSG00000244411"
"7331","ENSG00000241233"
"7332","ENSG00000254997"
"7333","ENSG00000158483"
"7334","ENSG00000248671"
"7335","ENSG00000214534"
"7336","ENSG00000254469"
"7337","ENSG00000137522"
"7338","ENSG00000137496"
"7339","ENSG00000137497"
"7340","ENSG00000251143"
"7341","ENSG00000149357"
"7342","ENSG00000110200"
"7343","ENSG00000165458"
"7344","ENSG00000162129"
"7345","ENSG00000186635"
"7346","ENSG00000214530"
"7347","ENSG00000168010"
"7348","ENSG00000137478"
"7349","ENSG00000175591"
"7350","ENSG00000260401"
"7351","ENSG00000171631"
"7352","ENSG00000110237"
"7353","ENSG00000054967"
"7354","ENSG00000054965"
"7355","ENSG00000256448"
"7356","ENSG00000175582"
"7357","ENSG00000175581"
"7358","ENSG00000181924"
"7359","ENSG00000175575"
"7360","ENSG00000255847"
"7361","ENSG00000175567"
"7362","ENSG00000175564"
"7363","ENSG00000168014"
"7364","ENSG00000214517"
"7365","ENSG00000165434"
"7366","ENSG00000175538"
"7367","ENSG00000254837"
"7368","ENSG00000077514"
"7369","ENSG00000227615"
"7370","ENSG00000166439"
"7371","ENSG00000166435"
"7372","ENSG00000278879"
"7373","ENSG00000118363"
"7374","ENSG00000162139"
"7375","ENSG00000279117"
"7376","ENSG00000137486"
"7377","ENSG00000149273"
"7378","ENSG00000207445"
"7379","ENSG00000158555"
"7380","ENSG00000062282"
"7381","ENSG00000198382"
"7382","ENSG00000137492"
"7383","ENSG00000179240"
"7384","ENSG00000255135"
"7385","ENSG00000158636"
"7386","ENSG00000137507"
"7387","ENSG00000078124"
"7388","ENSG00000149269"
"7389","ENSG00000074201"
"7390","ENSG00000048649"
"7391","ENSG00000254985"
"7392","ENSG00000227376"
"7393","ENSG00000087884"
"7394","ENSG00000255449"
"7395","ENSG00000149262"
"7396","ENSG00000151366"
"7397","ENSG00000159063"
"7398","ENSG00000252494"
"7399","ENSG00000246174"
"7400","ENSG00000188997"
"7401","ENSG00000118369"
"7402","ENSG00000033327"
"7403","ENSG00000251323"
"7404","ENSG00000137513"
"7405","ENSG00000227097"
"7406","ENSG00000137509"
"7407","ENSG00000165490"
"7408","ENSG00000246067"
"7409","ENSG00000279900"
"7410","ENSG00000165494"
"7411","ENSG00000254676"
"7412","ENSG00000247137"
"7413","ENSG00000269939"
"7414","ENSG00000137494"
"7415","ENSG00000137500"
"7416","ENSG00000171204"
"7417","ENSG00000171202"
"7418","ENSG00000137504"
"7419","ENSG00000137501"
"7420","ENSG00000073921"
"7421","ENSG00000074266"
"7422","ENSG00000254783"
"7423","ENSG00000149196"
"7424","ENSG00000149201"
"7425","ENSG00000166575"
"7426","ENSG00000123892"
"7427","ENSG00000109861"
"7428","ENSG00000110172"
"7429","ENSG00000180773"
"7430","ENSG00000166002"
"7431","ENSG00000166004"
"7432","ENSG00000254911"
"7433","ENSG00000279696"
"7434","ENSG00000166012"
"7435","ENSG00000202314"
"7436","ENSG00000182919"
"7437","ENSG00000042429"
"7438","ENSG00000110218"
"7439","ENSG00000020922"
"7440","ENSG00000255893"
"7441","ENSG00000168876"
"7442","ENSG00000196371"
"7443","ENSG00000134627"
"7444","ENSG00000255929"
"7445","ENSG00000166025"
"7446","ENSG00000150316"
"7447","ENSG00000263465"
"7448","ENSG00000245552"
"7449","ENSG00000149212"
"7450","ENSG00000077458"
"7451","ENSG00000166037"
"7452","ENSG00000087053"
"7453","ENSG00000149231"
"7454","ENSG00000183340"
"7455","ENSG00000110330"
"7456","ENSG00000152558"
"7457","ENSG00000260966"
"7458","ENSG00000137692"
"7459","ENSG00000187240"
"7460","ENSG00000196954"
"7461","ENSG00000137752"
"7462","ENSG00000204397"
"7463","ENSG00000170903"
"7464","ENSG00000182359"
"7465","ENSG00000149313"
"7466","ENSG00000261098"
"7467","ENSG00000152404"
"7468","ENSG00000225215"
"7469","ENSG00000137760"
"7470","ENSG00000110660"
"7471","ENSG00000166266"
"7472","ENSG00000075239"
"7473","ENSG00000149308"
"7474","ENSG00000149311"
"7475","ENSG00000178105"
"7476","ENSG00000137710"
"7477","ENSG00000137714"
"7478","ENSG00000170145"
"7479","ENSG00000137713"
"7480","ENSG00000086848"
"7481","ENSG00000255561"
"7482","ENSG00000137720"
"7483","ENSG00000150764"
"7484","ENSG00000150768"
"7485","ENSG00000150776"
"7486","ENSG00000150779"
"7487","ENSG00000204370"
"7488","ENSG00000150782"
"7489","ENSG00000197580"
"7490","ENSG00000214264"
"7491","ENSG00000150787"
"7492","ENSG00000268472"
"7493","ENSG00000250303"
"7494","ENSG00000149294"
"7495","ENSG00000166682"
"7496","ENSG00000086827"
"7497","ENSG00000048028"
"7498","ENSG00000180425"
"7499","ENSG00000076053"
"7500","ENSG00000076043"
"7501","ENSG00000255689"
"7502","ENSG00000255599"
"7503","ENSG00000260254"
"7504","ENSG00000137656"
"7505","ENSG00000109917"
"7506","ENSG00000160584"
"7507","ENSG00000234268"
"7508","ENSG00000168092"
"7509","ENSG00000149577"
"7510","ENSG00000160613"
"7511","ENSG00000167257"
"7512","ENSG00000186318"
"7513","ENSG00000278768"
"7514","ENSG00000110274"
"7515","ENSG00000110324"
"7516","ENSG00000255274"
"7517","ENSG00000137648"
"7518","ENSG00000177098"
"7519","ENSG00000160593"
"7520","ENSG00000255163"
"7521","ENSG00000160588"
"7522","ENSG00000198851"
"7523","ENSG00000110344"
"7524","ENSG00000167283"
"7525","ENSG00000118058"
"7526","ENSG00000118096"
"7527","ENSG00000095139"
"7528","ENSG00000019144"
"7529","ENSG00000110367"
"7530","ENSG00000160683"
"7531","ENSG00000186174"
"7532","ENSG00000255121"
"7533","ENSG00000186166"
"7534","ENSG00000118181"
"7535","ENSG00000196655"
"7536","ENSG00000137700"
"7537","ENSG00000149428"
"7538","ENSG00000160695"
"7539","ENSG00000256269"
"7540","ENSG00000188486"
"7541","ENSG00000172269"
"7542","ENSG00000172375"
"7543","ENSG00000172273"
"7544","ENSG00000160703"
"7545","ENSG00000110395"
"7546","ENSG00000173456"
"7547","ENSG00000110400"
"7548","ENSG00000184232"
"7549","ENSG00000154114"
"7550","ENSG00000109927"
"7551","ENSG00000109929"
"7552","ENSG00000137642"
"7553","ENSG00000154127"
"7554","ENSG00000109971"
"7555","ENSG00000023171"
"7556","ENSG00000166261"
"7557","ENSG00000154144"
"7558","ENSG00000064199"
"7559","ENSG00000154146"
"7560","ENSG00000120458"
"7561","ENSG00000279342"
"7562","ENSG00000149548"
"7563","ENSG00000134955"
"7564","ENSG00000150433"
"7565","ENSG00000149547"
"7566","ENSG00000134910"
"7567","ENSG00000149554"
"7568","ENSG00000198331"
"7569","ENSG00000110060"
"7570","ENSG00000165526"
"7571","ENSG00000254694"
"7572","ENSG00000197798"
"7573","ENSG00000182934"
"7574","ENSG00000110074"
"7575","ENSG00000150455"
"7576","ENSG00000255062"
"7577","ENSG00000110063"
"7578","ENSG00000280832"
"7579","ENSG00000110080"
"7580","ENSG00000254612"
"7581","ENSG00000134954"
"7582","ENSG00000151702"
"7583","ENSG00000170322"
"7584","ENSG00000170325"
"7585","ENSG00000084234"
"7586","ENSG00000196323"
"7587","ENSG00000255358"
"7588","ENSG00000255455"
"7589","ENSG00000120451"
"7590","ENSG00000151503"
"7591","ENSG00000151502"
"7592","ENSG00000151500"
"7593","ENSG00000151498"
"7594","ENSG00000226210"
"7595","ENSG00000120645"
"7596","ENSG00000261799"
"7597","ENSG00000073614"
"7598","ENSG00000120647"
"7599","ENSG00000139044"
"7600","ENSG00000171840"
"7601","ENSG00000177406"
"7602","ENSG00000060237"
"7603","ENSG00000221439"
"7604","ENSG00000002016"
"7605","ENSG00000250132"
"7606","ENSG00000082805"
"7607","ENSG00000171823"
"7608","ENSG00000006831"
"7609","ENSG00000151062"
"7610","ENSG00000166159"
"7611","ENSG00000256706"
"7612","ENSG00000151065"
"7613","ENSG00000255669"
"7614","ENSG00000004478"
"7615","ENSG00000111203"
"7616","ENSG00000111206"
"7617","ENSG00000171792"
"7618","ENSG00000078246"
"7619","ENSG00000227081"
"7620","ENSG00000130038"
"7621","ENSG00000280202"
"7622","ENSG00000283138"
"7623","ENSG00000111224"
"7624","ENSG00000118971"
"7625","ENSG00000078237"
"7626","ENSG00000047621"
"7627","ENSG00000111247"
"7628","ENSG00000010219"
"7629","ENSG00000139180"
"7630","ENSG00000256988"
"7631","ENSG00000067182"
"7632","ENSG00000111321"
"7633","ENSG00000256433"
"7634","ENSG00000215039"
"7635","ENSG00000139192"
"7636","ENSG00000139190"
"7637","ENSG00000276718"
"7638","ENSG00000111639"
"7639","ENSG00000010292"
"7640","ENSG00000111640"
"7641","ENSG00000269968"
"7642","ENSG00000010295"
"7643","ENSG00000111641"
"7644","ENSG00000111642"
"7645","ENSG00000184574"
"7646","ENSG00000111644"
"7647","ENSG00000111653"
"7648","ENSG00000126746"
"7649","ENSG00000111652"
"7650","ENSG00000089693"
"7651","ENSG00000159335"
"7652","ENSG00000010610"
"7653","ENSG00000250510"
"7654","ENSG00000110811"
"7655","ENSG00000111665"
"7656","ENSG00000111667"
"7657","ENSG00000111669"
"7658","ENSG00000111671"
"7659","ENSG00000240370"
"7660","ENSG00000010626"
"7661","ENSG00000248593"
"7662","ENSG00000111676"
"7663","ENSG00000111678"
"7664","ENSG00000111679"
"7665","ENSG00000215021"
"7666","ENSG00000126749"
"7667","ENSG00000268439"
"7668","ENSG00000111684"
"7669","ENSG00000159403"
"7670","ENSG00000139178"
"7671","ENSG00000205885"
"7672","ENSG00000139182"
"7673","ENSG00000139197"
"7674","ENSG00000177675"
"7675","ENSG00000059804"
"7676","ENSG00000065970"
"7677","ENSG00000171860"
"7678","ENSG00000089818"
"7679","ENSG00000215241"
"7680","ENSG00000166527"
"7681","ENSG00000111752"
"7682","ENSG00000003056"
"7683","ENSG00000139187"
"7684","ENSG00000231503"
"7685","ENSG00000111788"
"7686","ENSG00000256673"
"7687","ENSG00000214826"
"7688","ENSG00000284634"
"7689","ENSG00000214776"
"7690","ENSG00000256594"
"7691","ENSG00000257027"
"7692","ENSG00000069493"
"7693","ENSG00000110848"
"7694","ENSG00000110852"
"7695","ENSG00000172322"
"7696","ENSG00000256660"
"7697","ENSG00000172243"
"7698","ENSG00000173391"
"7699","ENSG00000165685"
"7700","ENSG00000139112"
"7701","ENSG00000180574"
"7702","ENSG00000256667"
"7703","ENSG00000111196"
"7704","ENSG00000060138"
"7705","ENSG00000231887"
"7706","ENSG00000121318"
"7707","ENSG00000256651"
"7708","ENSG00000111215"
"7709","ENSG00000256682"
"7710","ENSG00000212128"
"7711","ENSG00000212127"
