"","distance","condition","norm","proportion"
"6537",217900000,"mig5",0.0144270726,5.3018067585297e-06
"6538",2.18e+08,"control",0.0398946004,1.00266990536424e-05
"6539",2.18e+08,"mig14",0.046282962,1.036506953612e-05
"6540",2.18e+08,"mig5",0.036055347,1.32499840893387e-05
"6541",218100000,"control",0.0244198986,6.13744646462642e-06
"6542",218100000,"mig14",0.0278582052,6.23884517264688e-06
"6543",218100000,"mig5",0.0204720997,7.52329454214806e-06
"6544",218200000,"control",0.0173240898,4.35405877139394e-06
"6545",218200000,"mig14",0.0226330733,5.06867686148955e-06
"6546",218200000,"mig5",0.0189148259,6.95101179382938e-06
"6547",218300000,"control",0.0193457763,4.86216868885314e-06
"6548",218300000,"mig14",0.0192905137,4.32011062489853e-06
"6549",218300000,"mig5",0.0221911453,8.15502682997898e-06
"6550",218400000,"control",0.0238186096,5.98632466401138e-06
"6551",218400000,"mig14",0.0325218233,7.28326246591363e-06
"6552",218400000,"mig5",0.0173570702,6.37855195201794e-06
"6553",218500000,"control",0.0203143845,5.10560872396852e-06
"6554",218500000,"mig14",0.0164572818,3.68560832888184e-06
"6555",218500000,"mig5",0.0164930371,6.06102831737751e-06
"6556",218600000,"control",0.0219055621,5.50551895683545e-06
"6557",218600000,"mig14",0.0169443478,3.79468676164679e-06
"6558",218600000,"mig5",0.0178500723,6.55972535692264e-06
"6559",218700000,"control",0.0194511722,4.88865781169663e-06
"6560",218700000,"mig14",0.0216040714,4.83823188162203e-06
"6561",218700000,"mig5",0.0188370088,6.92241477777851e-06
"6562",218800000,"control",0.0206444273,5.18855829100872e-06
"6563",218800000,"mig14",0.0225981647,5.06085908037156e-06
"6564",218800000,"mig5",0.0259022984,9.51883895826331e-06
"6565",218900000,"control",0.0216151574,5.43253162267322e-06
"6566",218900000,"mig14",0.0185131989,4.14603097214305e-06
"6567",218900000,"mig5",0.0230107503,8.45622357645718e-06
"6568",2.19e+08,"control",0.0209031007,5.25357060618364e-06
"6569",2.19e+08,"mig14",0.0191591042,4.29068146681641e-06
"6570",2.19e+08,"mig5",0.0176311195,6.47926236439296e-06
"6571",219100000,"control",0.0182621187,4.58981331936829e-06
"6572",219100000,"mig14",0.0257583945,5.76859255747958e-06
"6573",219100000,"mig5",0.0182948082,6.72316140980427e-06
"6574",219200000,"control",0.0211991925,5.32798727764005e-06
"6575",219200000,"mig14",0.0203872932,4.56573439857341e-06
"6576",219200000,"mig5",0.0177501003,6.52298663383174e-06
"6577",219300000,"control",0.0259962602,6.53363299624834e-06
"6578",219300000,"mig14",0.0204753221,4.58544847110161e-06
"6579",219300000,"mig5",0.0136866325,5.02970233129708e-06
"6580",219400000,"control",0.0170404525,4.28277228603068e-06
"6581",219400000,"mig14",0.0172593605,3.86523385714731e-06
"6582",219400000,"mig5",0.0208729218,7.67059270704037e-06
"6583",219500000,"control",0.0210965056,5.30217900702878e-06
"6584",219500000,"mig14",0.0163106939,3.65277996805537e-06
"6585",219500000,"mig5",0.0191634269,7.04237020717633e-06
"6586",219600000,"control",0.0233424476,5.86665099822927e-06
"6587",219600000,"mig14",0.0242995979,5.4418950527249e-06
"6588",219600000,"mig5",0.0196087628,7.20602675413485e-06
"6589",219700000,"control",0.0167562368,4.21134043155294e-06
"6590",219700000,"mig14",0.0193647861,4.33674392919341e-06
"6591",219700000,"mig5",0.0139501175,5.12653046771134e-06
"6592",219800000,"control",0.0199548067,5.01523613342189e-06
"6593",219800000,"mig14",0.0151743107,3.39828694559759e-06
"6594",219800000,"mig5",0.0172335214,6.33314898767379e-06
"6595",219900000,"control",0.017343369,4.35890420747945e-06
"6596",219900000,"mig14",0.0186583937,4.17854734821861e-06
"6597",219900000,"mig5",0.0161187072,5.92346577445804e-06
"6598",2.2e+08,"control",0.0190977943,4.79984344032852e-06
"6599",2.2e+08,"mig14",0.0186069445,4.16702529966049e-06
"6600",2.2e+08,"mig5",0.0202446929,7.43972478807504e-06
"6601",220100000,"control",0.0168110474,4.22511596472383e-06
"6602",220100000,"mig14",0.0177152704,3.96733488118517e-06
"6603",220100000,"mig5",0.0143523542,5.27434848413892e-06
"6604",220200000,"control",0.0207149736,5.20628867337515e-06
"6605",220200000,"mig14",0.019163852,4.29174473664654e-06
"6606",220200000,"mig5",0.0165224062,6.07182117170001e-06
"6607",220300000,"control",0.0180119794,4.52694587722219e-06
"6608",220300000,"mig14",0.0184429456,4.1302977453102e-06
"6609",220300000,"mig5",0.0135590693,4.98282411458251e-06
"6610",220400000,"control",0.0214103378,5.38105436838576e-06
"6611",220400000,"mig14",0.0181882487,4.0732583734754e-06
"6612",220400000,"mig5",0.0183385714,6.7392439537803e-06
"6613",220500000,"control",0.0209224427,5.25843182577604e-06
"6614",220500000,"mig14",0.0208647269,4.67265567771252e-06
"6615",220500000,"mig5",0.0182472249,6.70567501678972e-06
"6616",220600000,"control",0.0216687037,5.44598939966943e-06
"6617",220600000,"mig14",0.0185878009,4.16273809035933e-06
"6618",220600000,"mig5",0.0161973568,5.95236872604058e-06
"6619",220700000,"control",0.0198524678,4.98951532555585e-06
"6620",220700000,"mig14",0.0150559794,3.37178665046092e-06
"6621",220700000,"mig5",0.0160183153,5.88657274226233e-06
"6622",220800000,"control",0.0175298805,4.40578009197993e-06
"6623",220800000,"mig14",0.0176161256,3.94513140280484e-06
"6624",220800000,"mig5",0.0188620395,6.93161331292907e-06
"6625",220900000,"control",0.021404126,5.37949315838348e-06
"6626",220900000,"mig14",0.0154319017,3.45597445113966e-06
"6627",220900000,"mig5",0.018909109,6.94891088951579e-06
"6628",2.21e+08,"control",0.0187590201,4.71469941290424e-06
"6629",2.21e+08,"mig14",0.0133227076,2.98362042350258e-06
"6630",2.21e+08,"mig5",0.0159377614,5.85696997922876e-06
"6631",221100000,"control",0.0186611787,4.69010896048835e-06
"6632",221100000,"mig14",0.0208144106,4.6613873421142e-06
"6633",221100000,"mig5",0.0156366,5.74629613775046e-06
"6634",221200000,"control",0.020141222,5.06208784000257e-06
"6635",221200000,"mig14",0.0164451108,3.68288263338024e-06
"6636",221200000,"mig5",0.0173922918,6.39149554231541e-06
"6637",221300000,"control",0.018383488,4.62031703248359e-06
"6638",221300000,"mig14",0.0203455558,4.55638730766646e-06
"6639",221300000,"mig5",0.016044156,5.89606894441668e-06
"6640",221400000,"control",0.0189444878,4.76131295943499e-06
"6641",221400000,"mig14",0.0169238531,3.7900969734949e-06
"6642",221400000,"mig5",0.020769078,7.63243113567132e-06
"6643",221500000,"control",0.0177119528,4.45154027355339e-06
"6644",221500000,"mig14",0.0160443572,3.59313386296121e-06
"6645",221500000,"mig5",0.0235948537,8.67087580977305e-06
"6646",221600000,"control",0.0178945964,4.49744403980026e-06
"6647",221600000,"mig14",0.0161406294,3.61469402255937e-06
"6648",221600000,"mig5",0.0169529935,6.23005775375457e-06
"6649",221700000,"control",0.0176832856,4.44433535398461e-06
"6650",221700000,"mig14",0.0231792165,5.19098563344497e-06
"6651",221700000,"mig5",0.0213610633,7.84997988942821e-06
"6652",221800000,"control",0.0159913656,4.01910556116185e-06
"6653",221800000,"mig14",0.0164222322,3.67775897081324e-06
"6654",221800000,"mig5",0.0145568185,5.34948709594698e-06
"6655",221900000,"control",0.0168890699,4.2447253384002e-06
"6656",221900000,"mig14",0.0171715269,3.84556352205493e-06
"6657",221900000,"mig5",0.0179398199,6.59270671394734e-06
"6658",2.22e+08,"control",0.0222946755,5.60331472168637e-06
"6659",2.22e+08,"mig14",0.0173312542,3.88133445156711e-06
"6660",2.22e+08,"mig5",0.0176739097,6.4949873404743e-06
"6661",222100000,"control",0.0200013471,5.02693311947908e-06
"6662",222100000,"mig14",0.0168206534,3.76698540024238e-06
"6663",222100000,"mig5",0.0135006166,4.96134332436909e-06
"6664",222200000,"control",0.0151402327,3.80519056120226e-06
"6665",222200000,"mig14",0.0222166057,4.97540894070391e-06
"6666",222200000,"mig5",0.0178841682,6.57225526358285e-06
"6667",222300000,"control",0.0176325465,4.43158310979989e-06
"6668",222300000,"mig14",0.0194214746,4.34943931900875e-06
"6669",222300000,"mig5",0.0146017522,5.365999787118e-06
"6670",222400000,"control",0.0172582159,4.33750270204703e-06
"6671",222400000,"mig14",0.021164414,4.73977060502807e-06
"6672",222400000,"mig5",0.0128935831,4.73826450566585e-06
"6673",222500000,"control",0.0161861464,4.06805976657928e-06
"6674",222500000,"mig14",0.0173663928,3.88920374118608e-06
"6675",222500000,"mig5",0.0206237321,7.57901795225498e-06
"6676",222600000,"control",0.0132048107,3.3187614770348e-06
"6677",222600000,"mig14",0.016828841,3.76881901329709e-06
"6678",222600000,"mig5",0.0195615312,7.18866960739836e-06
"6679",222700000,"control",0.0162490934,4.0838802189463e-06
"6680",222700000,"mig14",0.0180291215,4.03762183636077e-06
"6681",222700000,"mig5",0.0153084624,5.62570880907731e-06
"6682",222800000,"control",0.0145960485,3.66842089441931e-06
"6683",222800000,"mig14",0.0150645683,3.37371013465233e-06
"6684",222800000,"mig5",0.0157148881,5.77506624165168e-06
"6685",222900000,"control",0.017507377,4.40012429345353e-06
"6686",222900000,"mig14",0.0176137007,3.94458834643956e-06
"6687",222900000,"mig5",0.0165642431,6.08719581944219e-06
"6688",2.23e+08,"control",0.0161509346,4.05920999447486e-06
"6689",2.23e+08,"mig14",0.0134304787,3.00775576180449e-06
"6690",2.23e+08,"mig5",0.0106935344,3.92976832697784e-06
"6691",223100000,"control",0.018699467,4.69973194849992e-06
"6692",223100000,"mig14",0.0146188501,3.27389154187267e-06
"6693",223100000,"mig5",0.0138069276,5.07390959301129e-06
"6694",223200000,"control",0.0218388255,5.48874606533249e-06
"6695",223200000,"mig14",0.0166645475,3.73202548327556e-06
"6696",223200000,"mig5",0.0137314563,5.04617463530302e-06
"6697",223300000,"control",0.018139551,4.55900841270736e-06
"6698",223300000,"mig14",0.0145300542,3.25400569969122e-06
"6699",223300000,"mig5",0.0165014534,6.06412122454301e-06
"6700",223400000,"control",0.0158291598,3.97833842162296e-06
"6701",223400000,"mig14",0.014882433,3.33292093344515e-06
"6702",223400000,"mig5",0.0188693239,6.93429025801853e-06
"6703",223500000,"control",0.0153102803,3.84792857819952e-06
"6704",223500000,"mig14",0.0162886489,3.64784299021191e-06
"6705",223500000,"mig5",0.0167863105,6.16880339672499e-06
"6706",223600000,"control",0.0171549945,4.31156009569633e-06
"6707",223600000,"mig14",0.0168373051,3.77071454852797e-06
"6708",223600000,"mig5",0.0139009957,5.10847869113463e-06
"6709",223700000,"control",0.0189921892,4.773301739306e-06
"6710",223700000,"mig14",0.0137694916,3.08367770219676e-06
"6711",223700000,"mig5",0.0199606279,7.33533370482356e-06
"6712",223800000,"control",0.0144354021,3.62804567845772e-06
"6713",223800000,"mig14",0.0177217933,3.96879568466783e-06
"6714",223800000,"mig5",0.0177836188,6.53530435169196e-06
"6715",223900000,"control",0.0250474454,6.29516763096442e-06
"6716",223900000,"mig14",0.0165136987,3.69824289387602e-06
"6717",223900000,"mig5",0.0128601139,4.72596490506894e-06
"6718",2.24e+08,"control",0.017589958,4.42087935369343e-06
"6719",2.24e+08,"mig14",0.0144463526,3.23526072601636e-06
"6720",2.24e+08,"mig5",0.0123255189,4.52950652001332e-06
"6721",224100000,"control",0.0103265006,2.59535658348035e-06
"6722",224100000,"mig14",0.0236380766,5.29374735478534e-06
"6723",224100000,"mig5",0.0132084966,4.85399210813541e-06
"6724",224200000,"control",0.0177448285,4.45980291428103e-06
"6725",224200000,"mig14",0.014625472,3.27537451640575e-06
"6726",224200000,"mig5",0.0201200786,7.39393026299936e-06
"6727",224300000,"control",0.015502419,3.8962187453435e-06
"6728",224300000,"mig14",0.0151509143,3.3930473217184e-06
"6729",224300000,"mig5",0.0173412256,6.37272921793353e-06
"6730",224400000,"control",0.0137631364,3.45908532316147e-06
"6731",224400000,"mig14",0.0137423416,3.07759745958165e-06
"6732",224400000,"mig5",0.0152271443,5.59582521008781e-06
"6733",224500000,"control",0.0124103383,3.1190869451093e-06
"6734",224500000,"mig14",0.0178660125,4.00109357511925e-06
"6735",224500000,"mig5",0.013785696,5.06610718960656e-06
"6736",224600000,"control",0.017400576,4.3732820272097e-06
"6737",224600000,"mig14",0.0137846535,3.08707320976604e-06
"6738",224600000,"mig5",0.014535242,5.34155794519706e-06
"6739",224700000,"control",0.0156436059,3.93170321046968e-06
"6740",224700000,"mig14",0.0147732324,3.30846545861219e-06
"6741",224700000,"mig5",0.0127755842,4.69490107478389e-06
"6742",224800000,"control",0.0208226195,5.23334328810588e-06
"6743",224800000,"mig14",0.0123205575,2.7591889043589e-06
"6744",224800000,"mig5",0.0149888165,5.50824209632532e-06
"6745",224900000,"control",0.0117108562,2.94328629941315e-06
"6746",224900000,"mig14",0.0093117296,2.08536188339775e-06
"6747",224900000,"mig5",0.0139220284,5.11620800075287e-06
"6748",2.25e+08,"control",0.0163599179,4.11173371034937e-06
"6749",2.25e+08,"mig14",0.0113799365,2.54853682742106e-06
"6750",2.25e+08,"mig5",0.0149388815,5.4898914767764e-06
"6751",225100000,"control",0.0161195292,4.0513168838458e-06
"6752",225100000,"mig14",0.015506846,3.4727582274424e-06
"6753",225100000,"mig5",0.0131336686,4.82649355682658e-06
"6754",225200000,"control",0.0153008485,3.84555808647418e-06
"6755",225200000,"mig14",0.0157910922,3.53641516513748e-06
"6756",225200000,"mig5",0.0187089682,6.87536112127676e-06
"6757",225300000,"control",0.0129154554,3.24603788828878e-06
"6758",225300000,"mig14",0.0171360571,3.83762006019456e-06
"6759",225300000,"mig5",0.0113191531,4.15967702321068e-06
"6760",225400000,"control",0.01747567058,4.39215552754986e-06
"6761",225400000,"mig14",0.0227621652,5.09758699304185e-06
"6762",225400000,"mig5",0.0114016915,4.19000907040356e-06
"6763",225500000,"control",0.0140383902,3.52826478575289e-06
"6764",225500000,"mig14",0.0135531212,3.03522155019944e-06
"6765",225500000,"mig5",0.01373483704,5.04741702387885e-06
"6766",225600000,"control",0.0141798892,3.56382769088707e-06
"6767",225600000,"mig14",0.011767425,2.63531487863885e-06
"6768",225600000,"mig5",0.015218436,5.59262499580488e-06
"6769",225700000,"control",0.009962062,2.50376232939351e-06
"6770",225700000,"mig14",0.0176125233,3.94432466770457e-06
"6771",225700000,"mig5",0.0199457124,7.32985240581722e-06
"6772",225800000,"control",0.0135475661,3.40490609837085e-06
"6773",225800000,"mig14",0.0134616982,3.01474736896184e-06
"6774",225800000,"mig5",0.0167123355,6.14161831449548e-06
"6775",225900000,"control",0.015899381,3.99598709669493e-06
"6776",225900000,"mig14",0.0128520701,2.87822115338228e-06
"6777",225900000,"mig5",0.0123843381,4.5511219953587e-06
"6778",2.26e+08,"control",0.0161827229,4.06719933925663e-06
"6779",2.26e+08,"mig14",0.0177299653,3.97062580410247e-06
"6780",2.26e+08,"mig5",0.0156987067,5.76911973689212e-06
"6781",226100000,"control",0.0149256983,3.75127168887653e-06
"6782",226100000,"mig14",0.0115709288,2.59130955381579e-06
"6783",226100000,"mig5",0.0150631545,5.53556057747135e-06
"6784",226200000,"control",0.0156941891,3.94441627234986e-06
"6785",226200000,"mig14",0.0132899453,2.97628330627869e-06
"6786",226200000,"mig5",0.0131678962,4.83907186193667e-06
"6787",226300000,"control",0.0131201541,3.29748475681217e-06
"6788",226300000,"mig14",0.0100685475,2.25485125531134e-06
"6789",226300000,"mig5",0.0080110636,2.9439867889409e-06
"6790",226400000,"control",0.0134557353,3.38182628841604e-06
"6791",226400000,"mig14",0.0099898838,2.23723451936284e-06
"6792",226400000,"mig5",0.0147561201,5.42272846647046e-06
"6793",226500000,"control",0.0118609189,2.9810015169361e-06
"6794",226500000,"mig14",0.0109667609,2.45600615004938e-06
"6795",226500000,"mig5",0.011905287,4.37507544523175e-06
"6796",226600000,"control",0.0142791639,3.58877837420161e-06
"6797",226600000,"mig14",0.017094305,3.82826967722254e-06
"6798",226600000,"mig5",0.0151757512,5.57693875318304e-06
"6799",226700000,"control",0.0147587292,3.70930739044587e-06
"6800",226700000,"mig14",0.0159002509,3.56086125646527e-06
"6801",226700000,"mig5",0.0111093008,4.08255837459218e-06
"6802",226800000,"control",0.0107548544,2.70301462737654e-06
"6803",226800000,"mig14",0.014028701,3.14172764842569e-06
"6804",226800000,"mig5",0.0118720362,4.36285610447883e-06
"6805",226900000,"control",0.0109415853,2.74994565361928e-06
"6806",226900000,"mig14",0.0085570414,1.9163494578082e-06
"6807",226900000,"mig5",0.0150091204,5.51570357913816e-06
"6808",2.27e+08,"control",0.022239138,5.58935649693644e-06
"6809",2.27e+08,"mig14",0.0142262338,3.18596511982315e-06
"6810",2.27e+08,"mig5",0.0119710917,4.39925802286729e-06
"6811",227100000,"control",0.0164859133,4.14340009991781e-06
"6812",227100000,"mig14",0.0122709534,2.7480800659536e-06
"6813",227100000,"mig5",0.01754179439,6.4464362682725e-06
"6814",227200000,"control",0.0108898643,2.73694662877496e-06
"6815",227200000,"mig14",0.0110161434,2.46706536113374e-06
"6816",227200000,"mig5",0.0126331556,4.6425599703184e-06
"6817",227300000,"control",0.0145347066,3.65300385139815e-06
"6818",227300000,"mig14",0.0097048153,2.17339342757927e-06
"6819",227300000,"mig5",0.0145910451,5.36206503356694e-06
"6820",227400000,"control",0.0137992562,3.4681633026586e-06
"6821",227400000,"mig14",0.0135855518,3.04248438320693e-06
"6822",227400000,"mig5",0.0093958863,3.45289546042186e-06
"6823",227500000,"control",0.0153409905,3.85564696440191e-06
"6824",227500000,"mig14",0.016041033,3.59238940835712e-06
"6825",227500000,"mig5",0.0150614546,5.53493588100252e-06
"6826",227600000,"control",0.0111078212,2.79172567709361e-06
"6827",227600000,"mig14",0.012509683,2.80154356088571e-06
"6828",227600000,"mig5",0.0120919014,4.44365439500143e-06
"6829",227700000,"control",0.0128804614,3.23724285579904e-06
"6830",227700000,"mig14",0.0110659296,2.47821498083481e-06
"6831",227700000,"mig5",0.0155025857,5.69704720547021e-06
"6832",227800000,"control",0.010852985,2.72767776434967e-06
"6833",227800000,"mig14",0.0096043833,2.15090168075348e-06
"6834",227800000,"mig5",0.0115322089,4.2379729264547e-06
"6835",227900000,"control",0.0111075575,2.79165940144443e-06
"6836",227900000,"mig14",0.011350405,2.54192324787086e-06
"6837",227900000,"mig5",0.0115475515,4.24361118049477e-06
"6838",2.28e+08,"control",0.0141345977,3.55244459052675e-06
"6839",2.28e+08,"mig14",0.0130339459,2.91895223956336e-06
"6840",2.28e+08,"mig5",0.0127732564,4.6940456312636e-06
"6841",228100000,"control",0.0110309896,2.77241561198992e-06
"6842",228100000,"mig14",0.0114335944,2.56055351435355e-06
"6843",228100000,"mig5",0.0110544754,4.06241058132059e-06
"6844",228200000,"control",0.0126794642,3.18672628426259e-06
"6845",228200000,"mig14",0.0139880792,3.13263039614347e-06
"6846",228200000,"mig5",0.0132518436,4.86992170272011e-06
"6847",228300000,"control",0.01333777,3.35217810169369e-06
"6848",228300000,"mig14",0.0097516864,2.18389021062298e-06
"6849",228300000,"mig5",0.0099235919,3.64682205898864e-06
"6850",228400000,"control",0.012593678,3.16516566197959e-06
"6851",228400000,"mig14",0.0125767929,2.81657282327522e-06
"6852",228400000,"mig5",0.0139919688,5.14191040731137e-06
"6853",228500000,"control",0.0098987011,2.4878378516522e-06
"6854",228500000,"mig14",0.0135730839,3.03969219694907e-06
"6855",228500000,"mig5",0.0118328022,4.34843799679119e-06
"6856",228600000,"control",0.0136392319,3.4279444389206e-06
"6857",228600000,"mig14",0.0101686557,2.27727048712575e-06
"6858",228600000,"mig5",0.0133129186,4.89236616229655e-06
"6859",228700000,"control",0.0143639448,3.61008633470939e-06
"6860",228700000,"mig14",0.0088120149,1.97345077421418e-06
"6861",228700000,"mig5",0.0139525504,5.1274245344441e-06
"6862",228800000,"control",0.0108976928,2.73891416354795e-06
"6863",228800000,"mig14",0.0134204598,3.00551202910701e-06
"6864",228800000,"mig5",0.0098871649,3.63343549609071e-06
"6865",228900000,"control",0.0104045635,2.61497611087771e-06
"6866",228900000,"mig14",0.0168327611,3.76969691970871e-06
"6867",228900000,"mig5",0.0139368538,5.12165618889867e-06
"6868",2.29e+08,"control",0.011245417,2.82630759203479e-06
"6869",2.29e+08,"mig14",0.0121413931,2.71906503621932e-06
"6870",2.29e+08,"mig5",0.0169203393,6.2180576576121e-06
"6871",229100000,"control",0.0096799583,2.43286128330059e-06
"6872",229100000,"mig14",0.0111651239,2.50042954474035e-06
"6873",229100000,"mig5",0.0080457736,2.95674237128881e-06
"6874",229200000,"control",0.0081689586,2.05310214020502e-06
"6875",229200000,"mig14",0.0106632078,2.38802543201744e-06
"6876",229200000,"mig5",0.0112046097,4.11758345446653e-06
"6877",229300000,"control",0.0103061798,2.59024936235051e-06
"6878",229300000,"mig14",0.0117509501,2.631625324714e-06
"6879",229300000,"mig5",0.0122521054,4.50252778349076e-06
"6880",229400000,"control",0.0144129292,3.62239757062099e-06
"6881",229400000,"mig14",0.0078664419,1.76168969685535e-06
"6882",229400000,"mig5",0.0108637799,3.99233186758893e-06
"6883",229500000,"control",0.0094813324,2.38294068994733e-06
"6884",229500000,"mig14",0.0108107142,2.42105949092281e-06
"6885",229500000,"mig5",0.0106429697,3.91118629889523e-06
"6886",229600000,"control",0.0086862774,2.1831197333225e-06
"6887",229600000,"mig14",0.0149569464,3.34960820969106e-06
"6888",229600000,"mig5",0.0148212344,5.44665732892152e-06
"6889",229700000,"control",0.0129236327,3.24809308687078e-06
"6890",229700000,"mig14",0.0097621202,2.18622686017722e-06
"6891",229700000,"mig5",0.015473843,5.68648454696399e-06
"6892",229800000,"control",0.0123648982,3.10766649715145e-06
"6893",229800000,"mig14",0.0120508477,2.69878739350544e-06
"6894",229800000,"mig5",0.0167067853,6.13957867078625e-06
"6895",229900000,"control",0.0094629802,2.37832823651937e-06
"6896",229900000,"mig14",0.010783495,2.41496375096741e-06
"6897",229900000,"mig5",0.0085714303,3.14991601933204e-06
"6898",2.3e+08,"control",0.0117140393,2.94408630706927e-06
"6899",2.3e+08,"mig14",0.0124619078,2.79084430464316e-06
"6900",2.3e+08,"mig5",0.0104024207,3.82278691606011e-06
"6901",230100000,"control",0.0120741038,3.03458121979435e-06
"6902",230100000,"mig14",0.0135222796,3.02831457374868e-06
"6903",230100000,"mig5",0.009663914,3.55139299424124e-06
"6904",230200000,"control",0.0097566287,2.45213083405218e-06
"6905",230200000,"mig14",0.0120588759,2.70058530892948e-06
"6906",230200000,"mig5",0.0107209797,3.93985420379182e-06
"6907",230300000,"control",0.0070795509,1.77930159965315e-06
"6908",230300000,"mig14",0.0084407066,1.89029627885499e-06
"6909",230300000,"mig5",0.0109546304,4.02571852947596e-06
"6910",230400000,"control",0.0106580711,2.67869010694549e-06
"6911",230400000,"mig14",0.0097964086,2.19390574750258e-06
"6912",230400000,"mig5",0.0106714639,3.92165763610462e-06
"6913",230500000,"control",0.0103499675,2.60125451306638e-06
"6914",230500000,"mig14",0.0151398207,3.39056290995137e-06
"6915",230500000,"mig5",0.0127432461,4.68301714227093e-06
"6916",230600000,"control",0.0177987578,4.47335695056293e-06
"6917",230600000,"mig14",0.011761297,2.63394251301287e-06
"6918",230600000,"mig5",0.0081184952,2.98346684139171e-06
"6919",230700000,"control",0.0104631945,2.62971182414015e-06
"6920",230700000,"mig14",0.0099111099,2.21959310412387e-06
"6921",230700000,"mig5",0.0090210022,3.31512925447338e-06
"6922",230800000,"control",0.0094269267,2.36926692018317e-06
"6923",230800000,"mig14",0.0088227471,1.97585425044968e-06
"6924",230800000,"mig5",0.0083677675,3.07507195086169e-06
"6925",230900000,"control",0.0082531836,2.0742703865172e-06
"6926",230900000,"mig14",0.0113666919,2.54557069919491e-06
"6927",230900000,"mig5",0.0136353362,5.01085144743672e-06
"6928",2.31e+08,"control",0.0106749011,2.68291998626201e-06
"6929",2.31e+08,"mig14",0.0145863612,3.26661565257993e-06
"6930",2.31e+08,"mig5",0.0107577548,3.95336869000336e-06
"6931",231100000,"control",0.0126266017,3.17344036653416e-06
"6932",231100000,"mig14",0.0087024911,1.94892291873984e-06
"6933",231100000,"mig5",0.0114490776,4.20742299436485e-06
"6934",231200000,"control",0.00874126,2.19693849520654e-06
"6935",231200000,"mig14",0.013608489,3.04762116924417e-06
"6936",231200000,"mig5",0.0089013928,3.27117398074004e-06
"6937",231300000,"control",0.0104258108,2.62031618900023e-06
"6938",231300000,"mig14",0.0074397771,1.66613811308647e-06
"6939",231300000,"mig5",0.0176119886,6.47223194750043e-06
"6940",231400000,"control",0.0107819105,2.70981462962109e-06
"6941",231400000,"mig14",0.0101947325,2.28311038659631e-06
"6942",231400000,"mig5",0.0098597115,3.62334664260669e-06
"6943",231500000,"control",0.0108041743,2.71541018441177e-06
"6944",231500000,"mig14",0.0109432099,2.45073190349953e-06
"6945",231500000,"mig5",0.0078722312,2.89296725247424e-06
"6946",231600000,"control",0.009195189,2.31102434715359e-06
"6947",231600000,"mig14",0.0056223113,1.2591166394712e-06
"6948",231600000,"mig5",0.0067392231,2.47659796061604e-06
"6949",231700000,"control",0.0108969835,2.73873589537212e-06
"6950",231700000,"mig14",0.0121916596,2.73032221910742e-06
"6951",231700000,"mig5",0.0080241962,2.94881288979778e-06
"6952",231800000,"control",0.0110079518,2.76662552799003e-06
"6953",231800000,"mig14",0.0078091952,1.74886929814765e-06
"6954",231800000,"mig5",0.0107487798,3.95007046610326e-06
"6955",231900000,"control",0.008885384,2.23316114087583e-06
"6956",231900000,"mig14",0.0097402634,2.18133202972455e-06
"6957",231900000,"mig5",0.0127940551,4.70168894819185e-06
"6958",2.32e+08,"control",0.0093778682,2.35693706073876e-06
"6959",2.32e+08,"mig14",0.0096751589,2.16675187667354e-06
"6960",2.32e+08,"mig5",0.0073057213,2.68478045672789e-06
"6961",232100000,"control",0.0096361153,2.42184223405078e-06
"6962",232100000,"mig14",0.0080757001,1.80855307163252e-06
"6963",232100000,"mig5",0.0188917576,6.94253442130629e-06
"6964",232200000,"control",0.0180231808,4.5297611220336e-06
"6965",232200000,"mig14",0.0075819047,1.69796758970903e-06
"6966",232200000,"mig5",0.0084421226,3.10239671608891e-06
"6967",232300000,"control",0.00653387,1.64215576766681e-06
"6968",232300000,"mig14",0.0076273356,1.70814183995664e-06
"6969",232300000,"mig5",0.009218536,3.38772097594833e-06
"6970",232400000,"control",0.0109372303,2.74885111265531e-06
"6971",232400000,"mig14",0.0110795415,2.48126336589752e-06
"6972",232400000,"mig5",0.0095138213,3.49623540868463e-06
"6973",232500000,"control",0.0092622489,2.3278784935575e-06
"6974",232500000,"mig14",0.0077995839,1.7467168474719e-06
"6975",232500000,"mig5",0.0094330957,3.46656954759606e-06
"6976",232600000,"control",0.0105909204,2.6618131398023e-06
"6977",232600000,"mig14",0.0092099429,2.06256675150122e-06
"6978",232600000,"mig5",0.0097135106,3.56961925513079e-06
"6979",232700000,"control",0.0059603166,1.49800474784626e-06
"6980",232700000,"mig14",0.0086465364,1.93639186343762e-06
"6981",232700000,"mig5",0.012535046,4.60650566084215e-06
"6982",232800000,"control",0.0071853101,1.80588203058671e-06
"6983",232800000,"mig14",0.0092332465,2.06778559282002e-06
"6984",232800000,"mig5",0.0116925592,4.29690007874977e-06
"6985",232900000,"control",0.0108989329,2.73922583754322e-06
"6986",232900000,"mig14",0.0076529019,1.71386741295003e-06
"6987",232900000,"mig5",0.0115373088,4.23984708935922e-06
"6988",2.33e+08,"control",0.0093395608,2.34730927232939e-06
"6989",2.33e+08,"mig14",0.0095880726,2.14724889941933e-06
"6990",2.33e+08,"mig5",0.010822563,3.9771850637262e-06
"6991",233100000,"control",0.0078005533,1.96051093648747e-06
"6992",233100000,"mig14",0.0097391133,2.18107446482468e-06
"6993",233100000,"mig5",0.0085002793,3.1237687292244e-06
"6994",233200000,"control",0.0115438998,2.90132519287003e-06
